Game Title,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq,Console Freq,Genre Freq
Call of Duty: Finest Hour,7.101890450799806,2.89,1.51,0.01,1.12,0.24,2004,1044,10,2125,1485
Cooking Mama: Cook Off,5.9,2.89,1.41,0.05,1.12,0.3,2007,227,5,1357,1121
Sega Superstars Tennis,6.9,2.89,1.75,0.0,0.86,0.28,2008,640,39,1302,2596
Hot Shots Golf 3,7.101890450799806,2.89,0.99,1.38,0.32,0.2,2002,568,12,2125,2596
Imagine: Babyz,3.5,2.87,1.3,0.0,1.26,0.31,2007,1012,18,2395,1121
Colin McRae Rally,7.9,2.87,0.09,0.12,2.43,0.22,2000,568,75,1130,1431
Mafia III,6.9,2.87,0.72,0.04,1.67,0.44,2016,121,2,908,264
The Elder Scrolls III: Morrowind,8.2,2.86,2.09,0.03,0.63,0.11,2002,113,31,836,1490
Assassin's Creed: Brotherhood,9.1,2.85,1.87,0.11,0.57,0.3,2010,1012,172,1348,2839
Madden NFL 10,8.6,2.83,2.52,0.0,0.09,0.22,2009,540,193,1302,2596
BioShock,9.6,2.83,1.65,0.05,0.85,0.28,2007,121,1,1302,1485
WWE SmackDown! vs. Raw,7.101890450799806,2.8300000000000005,1.32,0.04,1.08,0.39,2004,726,30,2125,871
Zumba Fitness 2,7.101890450799806,2.83,1.52,0.0,1.05,0.26,2011,227,25,1357,2596
Diablo III: Ultimate Evil Edition,7.101890450799806,2.8299999999999996,0.83,0.08,1.48,0.44,2014,12,10,908,1490
Finding Nemo,7.0,2.8200000000000003,1.59,0.04,1.05,0.14,2003,726,91,899,951
Gran Turismo (PSP),7.8,2.82,0.43,0.31,0.91,1.16,2009,568,5,15,1431
Medal of Honor,6.7,2.8200000000000003,1.28,0.07,1.04,0.43,2010,843,33,1348,1485
Imagine: Fashion Designer,3.0,2.81,1.32,0.0,1.19,0.3,2007,1012,7,2395,1121
Need for Speed: Hot Pursuit,8.9,2.8100000000000005,1.05,0.03,1.24,0.49,2010,843,31,1348,1431
Killzone 3,8.2,2.81,1.46,0.09,0.87,0.38,2011,568,7,1348,1485
NBA Street,7.101890450799806,2.79,2.19,0.0,0.22,0.38,2001,47,9,2125,2596
Skylanders: Spyro's Adventure,8.0,2.8,1.35,0.0,1.15,0.3,2011,1044,38,1357,2839
WWF SmackDown! Just Bring It,7.101890450799806,2.79,1.19,0.04,1.15,0.41,2001,726,30,2125,871
Mortal Kombat Trilogy,7.101890450799806,2.79,1.98,0.0,0.7,0.11,1996,255,69,1130,871
Hot Shots Golf,7.101890450799806,2.8000000000000003,0.29,2.13,0.2,0.18,1998,568,15,1130,2596
A Bug's Life,3.6,2.79,1.96,0.0,0.72,0.11,1998,568,152,1130,951
Star Wars: The Force Unleashed,7.1,2.78,1.74,0.0,0.78,0.26,2008,138,29,1302,2839
Saints Row: The Third,8.3,2.77,1.26,0.07,1.14,0.3,2011,726,30,1302,2839
The Sims,7.101890450799806,2.7700000000000005,1.41,0.0,1.12,0.24,2003,843,26,2125,1121
Battlefield 3,8.9,2.76,0.89,0.0,1.44,0.43,2011,843,3,1560,1485
Need for Speed: Most Wanted (2012),8.5,2.74,0.71,0.06,1.52,0.45,2012,843,31,1348,1431
Far Cry: Primal,7.2,2.73,0.63,0.07,1.61,0.41,2016,1012,172,908,264
L.A. Noire,9.1,2.7300000000000004,1.55,0.02,0.92,0.24,2011,93,5,1302,1893
Overwatch,8.7,2.72,1.63,0.0,0.84,0.25,2016,12,10,524,1485
Need for Speed (2015),7.0,2.72,0.59,0.06,1.66,0.41,2015,843,11,908,1431
Tom Clancy's Rainbow Six: Siege,7.101890450799806,2.71,1.62,0.0,0.84,0.25,2015,1012,172,524,1485
Skate 3,8.3,2.71,1.47,0.0,0.99,0.25,2010,540,48,1302,2596
Madden NFL 13,8.3,2.72,2.12,0.0,0.24,0.36,2012,540,193,1348,2596
Madden NFL 12,7.8,2.7,2.43,0.0,0.11,0.16,2011,540,193,1302,2596
Call of Duty 3,8.0,2.7,1.49,0.02,0.92,0.27,2006,1044,56,1302,1485
LEGO Star Wars II: The Original Trilogy,8.4,2.69,1.85,0.01,0.64,0.19,2006,138,152,2125,2839
Madden NFL 11,8.3,2.69,2.38,0.0,0.12,0.19,2010,540,193,1302,2596
Burnout 3: Takedown,9.3,2.68,1.23,0.0,1.11,0.34,2004,843,31,2125,1431
Mortal Kombat,7.101890450799806,2.67,1.95,0.0,0.63,0.09,1993,2,15,27,871
Medal of Honor,9.3,2.6700000000000004,1.44,0.0,1.09,0.14,1999,843,6,1130,1485
Call of Duty 2: Big Red One,8.5,2.67,1.48,0.01,0.92,0.26,2005,1044,56,2125,1485
Final Fantasy XIII-2,8.3,2.66,0.78,0.89,0.75,0.23,2012,209,105,1348,1490
Medal of Honor Heroes,6.7,2.66,0.86,0.01,1.11,0.67,2006,843,9,1340,1485
Guitar Hero: World Tour,8.6,2.67,1.78,0.0,0.64,0.25,2008,1044,52,1302,2003
WWE SmackDown! Shut Your Mouth,7.101890450799806,2.66,1.32,0.04,1.29,0.0,2002,726,30,2125,871
Tom Clancy's Splinter Cell,7.101890450799806,2.6599999999999997,1.15,0.0,1.11,0.4,2003,1012,196,2125,2839
Need for Speed: Shift,8.2,2.65,0.69,0.04,1.4,0.52,2009,843,14,1348,1431
Hannah Montana,6.5,2.6500000000000004,1.59,0.0,0.8,0.26,2006,38,10,2395,2839
Medal of Honor,7.3,2.64,1.58,0.04,0.8,0.22,2010,843,33,1302,1485
NBA 2K12,9.1,2.64,2.32,0.01,0.14,0.17,2011,183,134,1302,2596
Midnight Club: Street Racing,7.101890450799806,2.6300000000000003,2.0,0.02,0.47,0.14,2000,93,13,2125,1431
NBA 2K19,7.101890450799806,2.63,1.69,0.03,0.44,0.47,2018,183,134,908,2596
NBA 2K13,8.9,2.64,1.74,0.05,0.46,0.39,2012,183,134,1348,2596
FIFA Soccer 10,8.9,2.63,0.6,0.01,1.79,0.23,2009,540,292,1302,2596
ESPN NFL 2K5,7.101890450799806,2.63,2.15,0.0,0.12,0.36,2004,640,134,2125,2596
Madden NFL 18,8.2,2.62,1.73,0.0,0.42,0.47,2017,540,193,908,2596
LittleBigPlanet,8.8,2.6100000000000003,0.65,0.01,1.27,0.68,2009,568,6,1340,951
Harry Potter and the Chamber of Secrets,7.101890450799806,2.61,0.9,0.04,1.22,0.44,2002,843,63,2125,1893
Grand Theft Auto: Episodes from Liberty City,9.0,2.6,1.08,0.03,1.22,0.27,2009,93,22,1302,1893
Streets of Rage,7.101890450799806,2.6000000000000005,1.86,0.11,0.55,0.08,1990,640,154,27,2839
FIFA Soccer 09,8.6,2.5900000000000003,0.49,0.04,1.63,0.43,2008,843,292,1348,2596
NBA Live 2005,7.101890450799806,2.59,2.03,0.0,0.21,0.35,2004,540,292,2125,2596
Tom Clancy's The Division,7.101890450799806,2.5999999999999996,1.54,0.0,0.82,0.24,2016,1012,4,524,1485
LEGO Star Wars: The Complete Saga,7.101890450799806,2.5999999999999996,1.53,0.0,0.83,0.24,2007,138,152,1302,2839
WWE SmackDown vs. RAW 2007,8.0,2.58,1.4,0.03,0.88,0.26,2006,726,30,2125,871
Skylanders Giants,7.101890450799806,2.58,1.49,0.0,0.86,0.23,2012,1044,38,1357,2003
Madden NFL 08,7.101890450799806,2.5700000000000003,2.14,0.0,0.08,0.35,2007,540,193,2125,2596
NBA 2K14,7.101890450799806,2.57,2.11,0.0,0.19,0.27,2013,183,134,1302,2596
Dragon Age: Origins,8.5,2.56,1.76,0.03,0.55,0.22,2009,843,10,1302,1490
Hot Shots Golf,7.101890450799806,2.56,0.26,2.13,0.17,0.0,1998,568,15,1130,2596
FIFA 16,9.0,2.55,0.43,0.05,1.68,0.38,2015,540,292,1348,2596
Madden NFL 09,8.5,2.54,2.21,0.0,0.12,0.2,2008,540,193,1302,2596
Crazy Taxi,8.2,2.53,1.13,0.06,1.12,0.22,2001,195,10,2125,1431
Tomb Raider (2013),8.9,2.51,0.6,0.08,1.45,0.38,2013,209,45,1348,2839
Midnight Club: Los Angeles,8.3,2.51,1.59,0.05,0.54,0.33,2008,93,22,1348,1431
PES 2009: Pro Evolution Soccer,7.101890450799806,2.51,0.13,0.26,0.07,2.05,2008,769,409,2125,2596
Marvel: Ultimate Alliance,8.3,2.5,2.29,0.0,0.02,0.19,2006,1044,25,1302,1490
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,9.8,2.49,1.84,0.0,0.56,0.09,2003,93,22,836,2839
Mortal Kombat: Deadly Alliance,8.2,2.49,1.81,0.0,0.52,0.15,2002,255,17,2125,871
Game Party,2.6,2.49,1.47,0.0,0.77,0.24,2007,255,3,1357,2003
NBA 2K15,7.101890450799806,2.49,1.49,0.01,0.55,0.44,2014,183,134,908,2596
Saints Row: The Third,8.3,2.48,0.86,0.18,1.06,0.37,2011,726,30,1348,2839
Tomb Raider: The Last Revelation,7.101890450799806,2.48,1.15,0.06,1.14,0.13,1999,209,24,1130,2839
Madden NFL 16,8.4,2.47,2.13,0.0,0.08,0.26,2015,540,193,524,2596
Rock Band,9.1,2.47,1.93,0.0,0.33,0.21,2007,44,62,1302,2003
Assassin's Creed Origins,7.101890450799806,2.4800000000000004,1.34,0.0,0.92,0.22,2017,1012,172,524,2839
Minecraft,7.101890450799806,2.47,0.22,1.25,0.73,0.27,2014,19,10,680,2003
Pure,8.3,2.47,1.38,0.0,0.84,0.25,2008,199,8,1302,1431
LEGO Harry Potter: Years 1-4,7.9,2.45,1.29,0.0,0.94,0.22,2010,126,152,1357,1893
Dying Light,7.101890450799806,2.45,1.18,0.13,0.74,0.4,2015,126,19,908,2839
Madden NFL 17,8.1,2.4400000000000004,2.14,0.0,0.04,0.26,2016,540,193,524,2596
Twisted Metal 2,8.7,2.44,2.12,0.0,0.25,0.07,1996,568,8,1130,1431
uDraw Studio,7.101890450799806,2.44,1.65,0.0,0.58,0.21,2010,726,25,1357,2003
The Sims: Bustin' Out,7.101890450799806,2.44,1.07,0.0,1.19,0.18,2003,843,71,2125,1121
Tom Clancy's Rainbow Six: Vegas 2,8.2,2.42,1.56,0.02,0.61,0.23,2008,1012,172,1302,1485
Sonic Adventure,8.9,2.42,1.26,0.46,0.61,0.08,1999,640,60,49,951
Need for Speed Carbon: Own the City,7.4,2.42,0.87,0.0,0.97,0.58,2006,843,48,1340,1431
Halo: Combat Evolved Anniversary,8.0,2.41,1.44,0.04,0.71,0.22,2011,41,3,1302,1485
Kinect: Disneyland Adventures,8.5,2.41,1.73,0.02,0.43,0.23,2011,41,26,1302,264
Need for Speed: ProStreet,7.101890450799806,2.41,0.69,0.04,0.0,1.68,2007,843,48,2125,1431
Pro Evolution Soccer 2011,6.0,2.42,0.29,0.54,1.18,0.41,2010,769,409,1348,2596
NBA 2K16,8.3,2.41,2.01,0.0,0.15,0.25,2015,183,134,524,2596
ATV Offroad Fury,8.4,2.41,2.07,0.0,0.26,0.08,2001,568,51,2125,1431
Forza Motorsport 5,7.101890450799806,2.4,1.28,0.01,0.9,0.21,2013,41,5,524,1431
Batman: Arkham Origins,7.101890450799806,2.4,1.08,0.04,0.88,0.4,2013,166,8,1348,264
Midnight Club: Los Angeles,8.0,2.4000000000000004,1.72,0.01,0.45,0.22,2008,93,22,1302,1431
Tetris Plus,7.101890450799806,2.4099999999999997,2.1,0.0,0.24,0.07,1996,35,32,1130,723
Madden NFL 11,8.4,2.4,2.05,0.0,0.15,0.2,2010,540,193,1348,2596
Theme Hospital,5.5,2.4,2.3,0.0,0.1,0.0,1997,843,11,1560,820
Zumba Fitness,7.101890450799806,2.39,1.74,0.0,0.45,0.2,2010,227,25,1302,2596
Frogger's Adventures: Temple of the Frog,6.7,2.4,2.15,0.0,0.18,0.07,2001,769,409,899,1893
Monopoly,7.101890450799806,2.4,1.49,0.0,0.81,0.1,1995,20,439,1560,2003
Mortal Kombat II (US & Others sales),7.101890450799806,2.39,1.78,0.0,0.53,0.08,1994,195,15,27,871
Dead Island,7.0,2.3899999999999997,1.48,0.0,0.7,0.21,2011,115,19,1302,2839
WCW/nWo Revenge,7.101890450799806,2.38,1.94,0.03,0.39,0.02,1998,726,5,278,871
The Incredibles,5.9,2.38,0.96,0.04,1.08,0.3,2004,726,35,2125,2839
Madden NFL 10,8.5,2.37,2.03,0.0,0.13,0.21,2009,540,193,1348,2596
Madden NFL 08,8.7,2.37,2.18,0.0,0.01,0.18,2007,540,193,1302,2596
Tony Hawk's Underground 2,7.101890450799806,2.38,1.25,0.01,0.86,0.26,2004,1044,52,2125,2596
Sonic's Ultimate Genesis Collection,8.1,2.36,1.39,0.0,0.64,0.33,2009,640,18,1348,2003
Destiny 2,7.101890450799806,2.36,1.66,0.0,0.47,0.23,2017,1044,16,524,1485
LEGO Indiana Jones: The Original Adventures,7.8,2.35,1.51,0.0,0.62,0.22,2008,138,152,1357,1893
Lego Marvel Super Heroes,7.101890450799806,2.34,1.26,0.0,0.87,0.21,2013,166,152,1302,2839
WWE SmackDown vs Raw 2008,7.101890450799806,2.34,0.92,0.01,0.0,1.41,2007,726,22,2125,871
Dragon Age: Inquisition,8.6,2.34,1.07,0.08,0.8,0.38,2014,843,10,908,1490
Kinect Sports: Season Two,6.6,2.33,1.38,0.02,0.72,0.21,2011,41,20,1302,2596
Madden NFL 25,7.8,2.34,2.02,0.0,0.07,0.25,2013,540,193,1302,2596
Grand Theft Auto,6.0,2.3200000000000003,0.79,0.04,1.35,0.14,1998,53,8,1130,2839
My Fitness Coach,7.1,2.3200000000000003,1.18,0.0,0.9,0.24,2008,1012,196,1357,2596
Assassin's Creed IV: Black Flag,8.3,2.3200000000000003,1.51,0.0,0.59,0.22,2013,1012,172,524,2839
Cool Boarders 3,7.101890450799806,2.31,1.65,0.1,0.46,0.1,1998,17,5,1130,2596
Need for Speed: High Stakes,7.101890450799806,2.31,1.58,0.0,0.64,0.09,1999,843,292,1130,1431
The Sims 3,8.0,2.31,1.28,0.0,0.82,0.2,2010,843,25,1302,1121
LEGO Star Wars: The Complete Saga,8.0,2.31,1.02,0.0,0.93,0.36,2007,138,152,1348,2839
James Bond 007: Everything or Nothing,7.101890450799806,2.32,0.85,0.09,1.06,0.32,2004,843,58,2125,1485
Dead Island,6.7,2.29,1.08,0.15,0.74,0.32,2011,115,19,1348,2839
Tomb Raider II,8.2,2.29,0.91,0.0,1.25,0.13,1997,209,24,1560,1893
LEGO Harry Potter: Years 1-4,8.0,2.2900000000000005,1.07,0.0,1.0,0.22,2010,126,152,2395,1893
Pro Evolution Soccer 2010,7.0,2.29,0.3,0.46,1.27,0.26,2009,769,409,1348,2596
Need for Speed Underground 2,8.0,2.28,1.38,0.0,0.8,0.1,2004,843,48,836,1431
FIFA Soccer 09,7.101890450799806,2.28,0.38,0.01,0.07,1.82,2008,843,292,2125,2596
Madden NFL 12,7.8,2.27,1.93,0.0,0.15,0.18,2011,540,193,1348,2596
Star Wars Battlefront II (US sales),7.101890450799806,2.27,2.18,0.0,0.07,0.02,2005,138,33,2125,1485
Borderlands 2,7.101890450799806,2.27,1.06,0.1,0.75,0.36,2012,121,39,1348,1485
No Man's Sky,6.8,2.27,0.89,0.04,0.97,0.37,2016,1,2,908,264
Madden NFL 15,7.101890450799806,2.25,1.58,0.0,0.25,0.41,2014,540,193,908,2596
Guitar Hero III: Legends of Rock,8.2,2.25,1.4,0.02,0.53,0.3,2007,8,5,1348,2003
Just Dance Kids,7.101890450799806,2.25,1.52,0.0,0.54,0.19,2010,1012,67,1357,2003
Cool Boarders 2,7.101890450799806,2.26,1.52,0.2,0.46,0.08,1997,568,3,1130,2596
Sonic Advance,7.101890450799806,2.25,1.19,0.22,0.71,0.13,2002,640,3,899,951
Call of Duty 3,6.8,2.24,1.17,0.0,0.84,0.23,2006,1044,8,1357,1485
Dance Dance Revolution X2,7.101890450799806,2.23,1.09,0.0,0.85,0.28,2009,769,43,2125,1121
Teenage Mutant Ninja Turtles II: The Arcade Game,7.101890450799806,2.23,1.74,0.21,0.25,0.03,1990,2,409,48,2839
Spyro: Season of Ice,7.101890450799806,2.23,1.29,0.0,0.83,0.11,2001,33,41,899,951
Prince of Persia: The Sands of Time,9.0,2.22,0.88,0.0,1.03,0.31,2003,1012,172,2125,1893
FIFA 19,7.101890450799806,2.22,0.56,0.0,1.5,0.16,2018,843,45,524,2596
Battlefield V,7.101890450799806,2.23,0.8,0.16,0.93,0.34,2018,843,25,908,1485
Star Wars: The Force Unleashed,6.8,2.22,1.01,0.0,0.86,0.35,2008,138,29,1348,2839
NBA 2K14,7.101890450799806,2.22,1.45,0.04,0.34,0.39,2013,183,134,1348,2596
Guitar Hero II,9.2,2.21,2.01,0.0,0.02,0.17,2007,8,62,1302,2003
Madden NFL 19,7.101890450799806,2.22,1.63,0.0,0.18,0.41,2018,540,193,908,2596
Rock Band 2,9.2,2.2,1.78,0.0,0.24,0.18,2008,44,62,1302,2003
LEGO Indiana Jones: The Original Adventures,7.101890450799806,2.21,1.4,0.0,0.6,0.21,2008,138,152,2395,1893
Need for Speed: Hot Pursuit,8.8,2.2,1.03,0.0,0.96,0.21,2010,843,31,1302,1431
BioShock 2,8.6,2.21,1.45,0.02,0.54,0.2,2010,121,5,1302,1485
R.B.I. Baseball,7.101890450799806,2.2,0.15,2.05,0.0,0.0,1988,3,114,48,2596
High School Musical: Makin' the Cut!,7.3,2.2,1.06,0.0,0.9,0.23,2007,199,69,2395,723
FIFA 15,7.9,2.19,0.64,0.0,1.39,0.16,2014,540,292,524,2596
Skylanders SWAP Force,7.101890450799806,2.19,1.23,0.0,0.77,0.19,2013,1044,36,1357,951
Pro Evolution Soccer 2012,7.5,2.19,0.34,0.55,0.97,0.32,2011,769,409,1348,2596
Star Wars: Knights of the Old Republic,9.4,2.2,1.68,0.0,0.44,0.08,2003,138,20,836,1490
Final Fantasy XIII,8.1,2.19,1.3,0.01,0.67,0.21,2010,209,105,1302,1490
Destiny: The Taken King,7.101890450799806,2.18,0.97,0.05,0.8,0.36,2015,1044,16,908,1485
Need for Speed: Payback,5.8,2.18,0.62,0.04,1.18,0.34,2017,843,11,908,1431
ATV Offroad Fury 2,8.7,2.18,1.92,0.0,0.2,0.06,2002,568,51,2125,1431
Need for Speed Rivals,7.101890450799806,2.17,0.75,0.03,1.04,0.35,2013,843,11,908,1431
PlayerUnknown's Battlegrounds,7.101890450799806,2.18,1.29,0.0,0.69,0.2,2017,41,2,524,1485
Spyro Reignited Trilogy,7.101890450799806,2.17,0.75,0.0,1.07,0.35,2018,1044,38,908,951
Your Shape featuring Jenny McCarthy,6.0,2.16,1.5,0.0,0.46,0.19,2009,1012,196,1357,2596
The Sims: House Party,7.101890450799806,2.16,1.23,0.0,0.83,0.1,2001,8,71,1560,1121
PlayStation VR Worlds,7.101890450799806,2.17,0.36,0.09,1.4,0.32,2016,39,2,908,2003
Syphon Filter 2,7.101890450799806,2.1500000000000004,1.5,0.02,0.55,0.08,2000,17,2,1130,1485
Battlefield: Hardline,7.101890450799806,2.16,0.72,0.14,0.97,0.33,2015,843,25,908,1485
Call of Duty: Roads to Victory,6.1,2.14,0.52,0.0,1.03,0.59,2007,1044,36,1340,1485
SimCity 2000,8.0,2.14,1.2,0.0,0.84,0.1,1993,8,71,1560,1121
NBA 2K12,9.0,2.13,1.62,0.05,0.27,0.18,2011,183,134,1348,2596
Dance Dance Revolution Extreme,7.101890450799806,2.13,1.04,0.0,0.81,0.27,2004,769,43,2125,1121
Demon Attack,7.101890450799806,2.13,1.99,0.0,0.12,0.02,1982,4,4,126,1485
Borderlands,8.2,2.12,1.22,0.0,0.61,0.29,2009,121,39,1348,1485
Mortal Kombat (2011),8.6,2.12,1.64,0.0,0.31,0.17,2011,166,15,1302,871
Tony Hawk's Pro Skater,9.3,2.11,1.68,0.0,0.4,0.03,2000,1044,26,278,2596
Need for Speed: Hot Pursuit 2,8.7,2.11,1.68,0.02,0.31,0.09,2002,843,3,2125,1431
PES 2009: Pro Evolution Soccer,7.7,2.1100000000000003,0.11,0.4,1.34,0.26,2008,769,409,1348,2596
NBA 2K11,8.8,2.12,1.86,0.01,0.12,0.13,2010,183,134,1302,2596
Scooby-Doo! Night of 100 Frights,7.101890450799806,2.11,1.17,0.0,0.72,0.22,2002,726,35,2125,951
Battlefield 4,7.101890450799806,2.1,1.26,0.0,0.65,0.19,2013,843,25,524,1485
Finding Nemo,7.101890450799806,2.0900000000000003,1.26,0.05,0.6,0.18,2003,726,152,2125,2839
Madden NFL 15,7.101890450799806,2.09,1.8,0.0,0.06,0.22,2014,540,193,1302,2596
Grand Theft Auto: Episodes from Liberty City,9.0,2.09,0.62,0.13,0.99,0.34,2010,93,22,1348,1893
Need for Speed: Most Wanted 5-1-0,7.4,2.09,1.77,0.02,0.13,0.17,2005,843,48,1340,1431
Just Dance 2015,7.101890450799806,2.0900000000000003,1.0,0.0,0.91,0.18,2014,1012,67,1357,147
Tetris Worlds,7.101890450799806,2.09,1.11,0.0,0.71,0.27,2002,726,2,2125,723
Metal Gear Solid: Peace Walker,8.6,2.09,0.46,0.96,0.42,0.25,2010,769,28,1340,2839
Rock Band,8.2,2.0900000000000003,1.33,0.0,0.56,0.2,2008,44,62,1357,2003
Sim Theme Park,8.1,2.08,2.04,0.0,0.04,0.0,1999,843,11,1560,820
Wipeout: The Game,7.101890450799806,2.08,1.94,0.0,0.0,0.14,2010,1044,7,1357,2003
Portal 2,9.6,2.08,1.41,0.01,0.49,0.17,2011,4,7,1302,1485
UFC 2009 Undisputed,8.4,2.07,1.48,0.0,0.39,0.19,2009,726,2,1302,871
Spec Ops: Airborne Commando,7.101890450799806,2.08,1.54,0.0,0.46,0.08,2002,21,2,1130,1485
Dance Dance Revolution: Hottest Party,7.101890450799806,2.0700000000000003,1.35,0.0,0.53,0.19,2007,769,7,1357,1121
Rise of the Tomb Raider,7.101890450799806,2.07,0.61,0.05,1.08,0.32,2016,209,45,908,1893
The Sims 2: Pets,4.8,2.0700000000000003,0.92,0.0,0.93,0.22,2006,843,71,2395,1121
Call of Duty 2,8.8,2.06,1.84,0.01,0.04,0.16,2005,1044,28,1302,1485
R4: Ridge Racer Type 4,9.1,2.06,0.68,0.79,0.46,0.13,1999,175,114,1130,1431
The Incredibles,5.4,2.06,1.15,0.04,0.77,0.1,2004,726,15,899,2839
Toy Story 3: The Video Game,7.101890450799806,2.07,0.89,0.02,0.95,0.21,2010,199,69,2395,2839
Hitman: Absolution,7.101890450799806,2.06,0.59,0.07,1.08,0.32,2012,209,31,1348,2839
Tom Clancy's Splinter Cell: Conviction,8.6,2.06,1.2,0.04,0.62,0.19,2010,1012,172,1302,2839
Need for Speed: Undercover,5.9,2.07,0.63,0.05,1.01,0.38,2008,843,19,1348,1431
Famista '89 - Kaimaku Han!!,7.101890450799806,2.05,0.0,2.05,0.0,0.0,1989,175,114,48,2596
Dark Souls,9.0,2.05,0.75,0.54,0.53,0.22,2011,333,69,1348,1490
Mortal Kombat vs DC Universe,7.6,2.06,1.52,0.0,0.29,0.25,2008,255,2,1348,871
The Elder Scrolls Online: Tamriel Unlimited,7.101890450799806,2.05,0.74,0.0,0.98,0.33,2015,113,9,908,30
Need for Speed: ProStreet,7.1,2.0500000000000003,1.04,0.01,0.79,0.21,2007,843,48,1302,1431
NBA Jam,7.101890450799806,2.05,1.75,0.0,0.25,0.05,1993,2,21,27,2596
SOCOM: U.S. Navy SEALs: Combined Assault,7.101890450799806,2.04,1.74,0.0,0.02,0.28,2006,568,9,2125,1485
Dragon Quest XI: Echoes of an Elusive Age,9.5,2.04,0.29,1.43,0.22,0.1,2018,209,105,908,1490
PGR4 - Project Gotham Racing 4,8.6,2.04,0.48,0.02,1.28,0.25,2007,92,17,1302,1431
Need for Speed: ProStreet,7.2,2.04,0.73,0.04,0.91,0.36,2007,843,48,1348,1431
NBA 2K17,8.8,2.04,1.7,0.0,0.12,0.21,2016,183,134,524,2596
Dance Central 2,8.6,2.04,1.45,0.01,0.41,0.16,2011,38,62,1302,147
Carnival Games,7.101890450799806,2.04,1.22,0.0,0.63,0.19,2008,36,14,2395,2003
Middle-Earth: Shadow of War,7.101890450799806,2.05,0.82,0.06,0.84,0.33,2017,166,15,908,2839
Peter Jackson's King Kong: The Official Game of the Movie,7.101890450799806,2.04,0.71,0.0,1.02,0.31,2005,1012,30,2125,2839
Madden NFL 25,7.5,2.04,1.62,0.0,0.03,0.38,2013,843,193,1348,2596
NBA Live 2004,7.101890450799806,2.03,1.57,0.0,0.18,0.27,2003,540,292,2125,2596
Skate 3,7.101890450799806,2.04,0.79,0.0,0.93,0.32,2010,540,48,1348,2596
Rayman Raving Rabbids: TV Party,7.1,2.03,0.72,0.0,1.08,0.23,2008,1012,67,1357,2003
The Sims 3,8.1,2.03,0.73,0.02,0.96,0.31,2010,843,25,1348,1121
NBA 2K18,7.7,2.02,1.67,0.0,0.14,0.21,2017,183,134,524,2596
Rocket League,8.7,2.02,0.37,0.0,1.34,0.31,2016,130,5,908,2596
Just Dance 3,5.5,2.02,1.47,0.0,0.39,0.16,2011,1012,67,1302,2003
Need for Speed: The Run,6.3,2.01,0.58,0.03,1.05,0.35,2011,843,48,1348,1431
Call of Duty: Black Ops 3,7.101890450799806,2.02,1.36,0.0,0.47,0.19,2015,1044,56,1302,1485
TouchMaster,6.9,2.0,0.48,0.0,1.27,0.24,2007,255,7,2395,723
Dead Space,8.9,2.0,1.05,0.0,0.66,0.29,2008,843,58,1348,1485
Tenchu: Stealth Assassins,8.8,1.99,0.95,0.27,0.64,0.13,1998,1044,33,1130,2839
Harry Potter and the Chamber of Secrets,7.2,1.99,1.21,0.05,0.64,0.09,2002,843,63,899,1893
Mortal Kombat vs DC Universe,7.6,1.99,1.58,0.0,0.23,0.18,2008,255,2,1302,871
Harry Potter and the Chamber of Secrets,7.101890450799806,1.98,0.75,0.02,1.09,0.12,2002,843,22,1130,1893
Just Cause 3,7.5,1.99,0.53,0.09,1.07,0.3,2015,209,13,908,264
Dishonored 2,7.101890450799806,1.97,0.62,0.01,1.02,0.31,2016,113,13,908,2839
E.T.: The Extra Terrestrial,7.101890450799806,1.97,1.84,0.0,0.11,0.02,1982,335,72,126,2839
Resident Evil 6,7.101890450799806,1.97,1.12,0.07,0.61,0.16,2012,437,294,1302,2839
BioShock Infinite,7.101890450799806,1.97,1.22,0.02,0.55,0.18,2013,121,6,1302,1485
Spyro: Enter the Dragonfly,7.101890450799806,1.97,0.74,0.0,0.95,0.28,2002,74,1,2125,951
Hot Shots Golf: Open Tee,8.4,1.96,0.5,0.63,0.5,0.33,2005,568,12,1340,2596
Lego Marvel Super Heroes,7.101890450799806,1.96,0.77,0.01,0.85,0.32,2013,166,152,1348,2839
Call of Duty: Black Ops 3,7.101890450799806,1.95,0.65,0.07,0.92,0.3,2015,1044,56,1348,1485
NBA Street Vol. 2,7.101890450799806,1.95,1.69,0.0,0.2,0.06,2003,47,292,2125,2596
Tom Clancy's Rainbow Six: Vegas,8.8,1.96,1.09,0.02,0.65,0.2,2006,1012,172,1302,1485
Grand Theft Auto: San Andreas,9.2,1.96,1.26,0.0,0.61,0.09,2005,93,22,836,2839
Star Wars: Dark Forces,7.101890450799806,1.95,1.09,0.0,0.77,0.09,1995,138,29,1560,1485
Crash Nitro Kart,7.101890450799806,1.95,0.74,0.0,1.01,0.2,2003,74,91,2125,1431
Burnout Paradise,9.0,1.95,1.01,0.02,0.63,0.28,2008,843,31,1348,1431
Scooby Doo and the Cyber Chase,7.101890450799806,1.9499999999999995,0.59,0.0,1.23,0.13,2001,726,11,1130,1893
Tom Clancy's Ghost Recon,7.101890450799806,1.94,1.42,0.0,0.4,0.12,2002,1012,17,2125,1485
